Colegiado;Componente
105359;36687
105359;315
105394;100907
105394;244
103703;103706
121428;73212
103568;244
103568;100911
103568;438
103568;37240
103568;1180
103568;103055
103568;95978
103568;37245
103568;89893
103568;95979
103568;95980
103568;105137
103568;105138
103568;105407
103853;434
103853;244
103853;103841
103853;103843
103853;32247
103853;100871
103853;103844
103853;100878
103853;103846
103853;103845
103853;33147
103853;100894
103853;103842
103854;434
107112;2981
103854;103849
107380;1799
103854;103851
103854;103852
103854;103841
103854;103843
103854;32247
103854;100871
103854;103844
103854;100878
103854;103846
103854;103845
103854;33147
103854;100894
103854;103842
103854;105185
103854;105186
105112;100912
105112;244
105112;447
105112;1201
105112;1200
123109;44988
105112;1202
105112;105101
105112;105102
105112;105103
105112;105104
105112;105105
105112;105106
105112;105107
105112;105108
105112;105109
105112;105110
105112;105111
105113;100912
105113;105115
105113;105116
105113;105132
105113;105133
105113;105134
105113;447
105113;1201
105113;1200
123109;1799
105113;1202
105113;105101
105113;105102
105113;105103
105113;105104
105113;105105
105113;105106
105113;105107
105113;105108
105113;105109
105113;105110
105113;105111
104900;104894
104900;104893
104900;104892
104900;104891
104900;104897
104900;104898
104900;104896
104900;104895
104900;1182
104900;104885
104900;104886
104900;104882
104900;104883
104900;104884
104899;100905
104899;104894
104899;104893
104899;104892
104899;104891
104899;104897
104899;104898
104899;104896
104899;104895
104899;1182
104899;244
123109;3520
107380;469
2042;2837
2042;105915
109012;2837
109012;1949
109012;91624
109012;94285
109012;3159
109012;1988
109012;244
109012;1926
109012;2981
109012;3162
109012;304
109012;1929
110676;304
110676;1945
95236;25
103595;1198
103595;104855
103595;104856
103595;1199
103595;103604
103595;103605
103595;103601
103595;103602
103595;103603
109462;109463
109462;109464
109462;109465
109462;109466
109462;109467
109462;12593
1784;45142
2259;42673
2259;42672
2259;2846
3172;93
3172;89
3172;2846
3172;3162
3172;263
121428;42673
35620;78
110105;42670
110676;1927
110676;2844
110676;316
110676;14
110676;72083
110676;1930
110676;1926
110676;2981
121428;68487
121652;121651
121652;1956
121652;89690
121652;89668
121652;89654
121652;320
121657;21797
121657;20898
121657;20897
121657;21793
121658;2837
121658;1929
121658;2981
121658;3162
121658;2
72079;2837
72079;1988
72079;263
72079;316
121664;317
121664;3413
121664;9518
121664;9053
121664;74381
121664;119335
121664;33032
121664;116389
121664;324
121664;704
121664;1956
121664;334
121664;322
121664;173
121671;28958
121671;28967
121671;28965
121671;28972
121674;43051
121733;68487
121733;1801
121734;316
121734;68487
121734;1801
121734;1945
121734;4402
121734;3319
121734;1557
121734;104359
121734;73242
121734;2766
121734;306
121734;1950
121734;57612
121734;58490
121890;92748
121890;2837
121890;316
121890;185
121890;1929
121890;14
121890;304
121890;3162
121890;2981
121890;54843
69350;73242
69350;306
69350;4402
69350;2764
69350;110122
88984;110368
88984;36687
88984;244
321;316
122747;36670
122747;41066
122747;116516
122747;41109
122747;79684
123109;2
123109;42670
123109;1927
123109;75313
123109;104085
123109;77782
230;14
230;244
230;42672
16478;1929
16478;94285
16478;304
16478;3159
16478;42670
16478;2852
16478;2846
20215;113057
47762;42673
123384;240
123384;15
123384;80968
123384;8842
123384;2118
123562;95578
123562;105917
123564;2045
123564;102755
123567;316
123567;1801
123567;2844
123567;304
123567;244
123567;1930
123567;2981
123567;42672
123567;17125
123567;1945
123567;36670
123567;72084
123567;1926
95321;18
95736;91842
95736;415
95736;457
95736;26188
95737;1812
95737;1799
95737;1209
95737;60703
95737;60428
83699;14
83699;3214
83699;2114
83699;25
83699;1929
83699;2852
83699;3162
83699;1927
83699;1988
83699;2837
83699;25281
44306;2846
2761;17125
44306;263
36686;44072
104359;41066
104359;1930
83276;1930
83280;1988
83280;36670
83280;72084
83278;1926
83278;244
83278;263
103208;333
103241;93
103241;103230
103595;100902
103594;100902
103594;244
104925;100916
105262;1945
105262;36670
105262;1927
105262;2844
105262;72084
105262;1988
105262;2852
105261;100909
103666;244
103667;100921
11503;444
105359;1988
105359;1926
105359;17125
105374;36670
105211;1197
105211;1196
105211;1195
105212;1197
105212;1196
105212;1195
105212;105218
105212;105214
105212;105215
105212;105216
105212;105217
11503;244
11503;68268
11503;105092
11503;68270
11503;105094
11503;105095
11503;105096
11503;105093
11503;105097
11503;105091
11503;88902
11503;89698
11503;105098
11503;88903
11503;68676
11503;68455
11490;68268
11490;105092
11490;68270
11490;105094
11490;105095
11490;105096
11490;105093
11490;105097
11490;105091
11490;89698
11490;105098
11490;88903
11490;68676
11490;68455
11490;88904
105405;244
105405;46784
107107;89
105405;105248
105405;105249
105405;105250
105405;105247
105405;105253
105405;68868
105405;105252
105405;69946
105405;68862
105406;46784
107112;89
105406;105248
105406;105249
105406;105250
105406;105247
105406;105253
105406;68868
105406;105252
105406;69946
105406;68862
103703;103707
121082;78612
103618;104857
103618;449
103618;104858
103618;104859
103618;104860
103618;104861
103618;104862
103618;104863
103569;100911
103569;102574
103569;102577
103569;102575
103569;102578
103569;102576
103569;105137
103569;105138
105145;100901
105145;244
105145;105140
105145;105141
105145;105142
105145;1189
105145;105143
105145;105144
105145;1190
105146;100901
105146;105151
105146;105152
105146;105148
105146;105149
105146;105150
105146;105140
105146;105141
105146;105142
105146;1189
105146;105143
105146;105144
105146;1190
95236;95226
95236;95235
95236;95232
95236;95234
95236;95233
103700;105203
103700;26354
103700;5035
103700;4325
103700;5033
103700;105202
103701;105203
103701;26354
103701;5035
103701;4325
103701;5033
103701;105202
103701;103695
103701;103696
103701;103692
103701;103693
103701;103694
105176;105173
105176;105174
105176;35857
103781;105652
103781;94429
103781;103799
103781;103800
103781;94425
103781;103797
103781;103798
103782;103788
103782;103789
103782;103785
103782;103787
103782;103786
103782;105652
103782;94429
103782;103799
103782;103800
103782;94425
103782;103797
103782;103798
103793;100904
103793;103788
103793;103789
103793;103785
103793;103787
103793;103786
103793;105652
103793;94429
103793;103799
103793;103800
103793;94425
103793;103797
103793;103798
103571;103574
103571;103578
103571;103577
103571;105756
103571;105159
103571;450
103571;105156
103571;105157
103571;105158
107376;100584
121082;95344
107376;95194
107380;89256
107381;2802
107381;470
107381;87397
107381;87451
107380;416
107380;415
107380;423
107380;429
107380;470
107380;100919
107380;419
110166;62820
110166;62884
110166;71698
110166;62821
110166;62117
110105;14
110105;1988
107607;10355
105921;1930
105921;1934
105921;105915
96518;91842
121082;95345
121082;95346
121082;95347
121098;27
121098;2837
121098;316
121098;263
121098;41066
121098;1988
121098;2981
121098;52303
70219;41590
121673;116538
121673;74079
121673;116793
121673;117165
121668;75081
121668;203
121668;102
121668;2335
121674;42802
121674;73878
107940;73982
107940;37767
107940;72573
107940;72574
107940;74011
107940;74024
107940;74015
107940;74019
107940;46
107970;316
107970;263
107970;1929
107970;3162
107970;1988
107970;41066
108062;1988
108062;21089
108062;8
108086;72083
105374;244
108112;3236
108112;78
108112;77
108112;1696
108139;9707
108150;1989
108150;74933
108150;23666
108150;74931
108150;74932
108150;3273
108150;315
108150;6077
123834;42673
123834;14
123834;17125
123834;2114
123834;25
123834;1799
123834;304
123834;36687
123834;244
123834;253
123834;1988
123834;1945
123834;1927
123834;72083
124031;72567
124031;72568
124031;73565
124031;73570
124623;121427
1658;1988
1658;464
122771;304
122771;42673
122771;73212
122771;68487
124886;74381
72079;1801
125833;256
125833;123739
125833;123772
